,HotelId,ReservationStatusDate,ArrivalDate,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,CustomerType,ADR,Meal,Country,Company,ReservedRoomType,IsRepeatedGuest,IsCanceled
14660,1,2015-07-13,2015-07-06,185,2,5,2,0,Transient,110.0,BB       ,PRT,       NULL,E               ,False,False
14661,1,2017-05-23,2017-05-22,5,1,0,1,0,Transient,60.0,BB       ,PRT,       NULL,A               ,False,False
14662,1,2016-01-07,2016-01-06,0,0,1,2,0,Transient,30.0,BB       ,PRT,       NULL,A               ,False,False
14663,1,2016-10-15,2016-09-17,255,8,20,2,0,Transient,68.15,BB       ,DEU,       NULL,A               ,False,False
14664,1,2016-10-17,2016-10-16,41,1,0,1,0,Transient,48.0,BB       ,,        135,A               ,False,False
14665,1,2017-03-31,2017-03-30,9,0,1,1,0,Transient,35.0,BB       ,,        135,A               ,False,False
14666,1,2017-07-12,2017-07-11,11,0,1,1,0,Transient,142.0,BB       ,PRT,        135,A               ,False,False
14667,1,2016-10-17,2016-10-16,41,1,0,1,0,Transient,42.0,BB       ,,        135,A               ,False,False
14668,1,2017-02-17,2017-02-16,1,0,1,1,0,Transient,49.5,BB       ,,       NULL,A               ,False,False
14669,1,2017-05-16,2017-05-15,0,1,0,1,0,Transient,47.0,BB       ,PRT,       NULL,A               ,False,False
14670,1,2016-02-05,2016-02-04,0,0,1,1,0,Transient,39.0,BB       ,,       NULL,A               ,False,False
14671,1,2016-04-02,2016-04-01,3,0,1,1,0,Transient,45.0,BB       ,,        225,A               ,False,False
14672,1,2016-10-31,2016-10-29,10,1,1,2,0,Transient,38.0,BB       ,,       NULL,A               ,False,False
14673,1,2015-11-02,2015-10-30,154,1,2,2,0,Transient,36.0,BB       ,PRT,       NULL,A               ,False,False
14674,1,2016-11-01,2016-10-28,17,2,2,2,0,Transient,38.0,BB       ,PRT,       NULL,A               ,False,False
14675,1,2017-01-20,2017-01-19,1,0,1,1,0,Transient,35.0,BB       ,PRT,        165,A               ,False,False
14676,1,2015-10-27,2015-10-26,0,1,0,1,0,Transient,35.1,BB       ,PRT,        329,A               ,False,False
14677,1,2015-11-27,2015-11-26,0,0,1,1,0,Transient,38.0,BB       ,PRT,        329,A               ,False,False
14678,1,2016-11-25,2016-11-24,0,0,1,1,0,Transient,44.0,BB       ,PRT,        329,A               ,False,False
14679,1,2017-04-19,2017-04-18,0,0,1,1,0,Transient,74.0,BB       ,PRT,        329,A               ,False,False
14881,1,2016-05-05,2016-05-04,2,0,1,1,0,Transient,42.0,BB       ,PRT,       NULL,A               ,True,False
14882,1,2016-06-22,2016-06-21,1,0,1,1,0,Transient,65.0,BB       ,PRT,       NULL,A               ,True,False
14883,1,2015-10-06,2015-10-04,23,2,0,1,0,Contract,46.4,BB       ,PRT,       NULL,A               ,True,False
14900,1,2016-12-11,2016-12-08,109,0,3,2,1,Transient,49.02,BB       ,ESP,       NULL,A               ,True,False
14906,1,2016-03-27,2016-03-24,31,0,3,2,1,Group,85.0,BB       ,PRT,       NULL,E               ,True,False
14907,1,2017-04-16,2017-04-13,134,0,3,2,0,Group,79.2,HB       ,PRT,       NULL,D               ,True,False
14908,1,2015-08-23,2015-08-15,148,2,6,2,1,Transient,160.0,HB       ,PRT,       NULL,E               ,False,False
14909,1,2016-08-21,2016-08-13,241,2,6,3,0,Transient,207.0,HB       ,PRT,       NULL,E               ,True,False
14910,1,2017-08-27,2017-08-17,192,2,8,3,0,Transient,211.2,HB       ,PRT,       NULL,E               ,True,False
14913,1,2015-12-08,2015-12-04,241,2,2,1,0,Transient,29.0,BB       ,PRT,       NULL,A               ,True,False
14914,1,2016-03-27,2016-03-24,97,0,3,1,0,Transient,42.3,BB       ,PRT,       NULL,A               ,True,False
14915,1,2016-04-25,2016-04-22,126,1,2,1,0,Transient,44.1,BB       ,PRT,       NULL,A               ,True,False
14916,1,2016-05-29,2016-05-25,132,0,4,1,0,Transient,57.8,BB       ,PRT,       NULL,A               ,True,False
14917,1,2016-06-13,2016-06-09,174,1,3,1,0,Transient,63.9,BB       ,PRT,       NULL,A               ,True,False
14918,1,2016-11-01,2016-10-28,288,2,2,1,0,Transient,39.7,BB       ,PRT,       NULL,A               ,True,False
14919,1,2016-12-04,2016-11-30,321,0,4,1,0,Transient,39.0,BB       ,PRT,       NULL,A               ,True,False
14921,1,2017-02-28,2017-02-24,185,2,2,1,0,Transient,39.6,BB       ,PRT,       NULL,A               ,True,False
14922,1,2017-04-16,2017-04-13,134,0,3,1,0,Transient,61.5,BB       ,PRT,       NULL,A               ,True,False
14924,1,2017-04-25,2017-04-21,125,2,2,1,0,Transient,61.5,BB       ,PRT,       NULL,A               ,True,False
14926,1,2016-04-17,2016-04-15,12,0,2,2,0,Transient,75.0,BB       ,ESP,       NULL,D               ,True,False
14927,1,2016-03-28,2016-03-25,72,1,2,2,0,Transient,132.0,BB       ,PRT,       NULL,D               ,True,False
14928,1,2016-08-30,2016-08-24,107,2,4,2,0,Transient,227.86,BB       ,,       NULL,F               ,True,False
14929,1,2016-12-31,2016-12-30,61,0,1,1,0,Transient-Party,75.0,BB       ,PRT,       NULL,A               ,True,False
14930,1,2016-12-31,2016-12-30,61,0,1,1,0,Transient-Party,75.0,BB       ,,       NULL,A               ,True,False
14931,1,2017-08-29,2017-08-25,22,2,2,2,0,Transient,200.0,BB       ,PRT,       NULL,A               ,True,False
14933,1,2015-12-10,2015-12-09,0,0,1,1,0,Transient,40.0,BB       ,PRT,       NULL,D               ,True,False
14934,1,2016-01-22,2016-01-21,0,0,1,1,0,Transient,39.0,BB       ,PRT,       NULL,A               ,True,False
14935,1,2016-03-23,2016-03-22,0,0,1,1,0,Transient,53.0,BB       ,PRT,       NULL,A               ,True,False
14940,1,2016-04-04,2016-03-31,169,1,3,1,0,Transient-Party,60.0,BB       ,GBR,        223,A               ,True,False
14941,1,2017-03-05,2017-03-02,7,0,3,1,0,Transient-Party,29.0,BB       ,GBR,        223,A               ,True,False
14942,1,2017-04-09,2017-04-05,152,0,4,1,0,Transient-Party,42.0,BB       ,GBR,        223,A               ,True,False
14943,1,2017-01-13,2017-01-12,1,0,1,1,0,Transient-Party,35.0,BB       ,PRT,        272,A               ,True,False
14952,1,2015-07-02,2015-07-01,1,0,1,1,0,Transient,134.0,BB       ,PRT,        270,A               ,True,False
14953,1,2015-10-22,2015-10-21,2,0,1,1,0,Transient,48.0,BB       ,PRT,        270,A               ,True,False
14954,1,2016-03-31,2016-03-29,8,0,2,1,0,Transient,42.0,BB       ,PRT,       NULL,A               ,True,False
14955,1,2016-05-03,2016-05-02,0,1,0,1,0,Transient,42.0,BB       ,PRT,       NULL,A               ,True,False
14956,1,2016-05-11,2016-05-09,7,1,1,1,0,Transient,42.0,BB       ,PRT,       NULL,A               ,True,False
14957,1,2016-11-10,2016-11-08,18,0,2,1,0,Transient,30.0,BB       ,PRT,       NULL,A               ,True,False
14958,1,2016-04-16,2016-04-09,75,2,5,2,0,Transient,94.0,BB       ,PRT,       NULL,E               ,True,False
14960,1,2015-10-02,2015-10-01,3,0,1,1,0,Transient-Party,48.0,BB       ,PRT,         28,A               ,True,False
14961,1,2016-01-09,2016-01-08,8,0,1,1,0,Transient,38.0,BB       ,PRT,         28,A               ,True,False
14962,1,2016-02-27,2016-02-26,15,0,1,2,0,Transient,45.0,BB       ,PRT,         28,A               ,True,False
14963,1,2016-11-23,2016-11-21,3,1,1,1,0,Transient,36.0,BB       ,PRT,        120,A               ,True,False
14964,1,2017-02-08,2017-02-06,4,1,1,1,0,Transient,42.0,BB       ,PRT,        120,A               ,True,False
14966,1,2015-11-19,2015-11-18,0,0,1,2,0,Transient,43.0,BB       ,PRT,       NULL,A               ,True,False
14967,1,2017-02-18,2017-02-17,0,0,1,2,0,Transient,54.0,BB       ,PRT,       NULL,A               ,True,False
14968,1,2015-10-19,2015-10-09,280,3,7,1,0,Group,0.0,BB       ,GBR,       NULL,E               ,False,False
14969,1,2017-03-15,2017-03-05,195,4,6,2,0,Transient-Party,-6.38,BB       ,GBR,       NULL,A               ,True,False
14970,1,2017-04-30,2017-04-22,252,2,6,2,0,Transient-Party,0.0,HB       ,GBR,       NULL,A               ,True,False
15018,1,2017-02-03,2017-01-29,2,2,3,2,0,Transient,48.0,BB       ,PRT,       NULL,A               ,True,False
15019,1,2015-11-13,2015-11-09,6,1,3,1,0,Transient,25.0,BB       ,PRT,         94,A               ,True,False
15020,1,2015-11-13,2015-11-09,6,1,3,1,0,Transient,25.0,BB       ,PRT,         94,A               ,True,False
15021,1,2016-02-05,2016-02-01,11,1,3,1,0,Transient,27.0,BB       ,PRT,       NULL,A               ,True,False
15022,1,2016-10-27,2016-10-24,14,1,2,1,0,Transient,39.0,BB       ,PRT,       NULL,A               ,True,False
15023,1,2016-11-04,2016-11-03,7,0,1,1,0,Transient,27.0,BB       ,PRT,       NULL,A               ,True,False
15024,1,2016-10-27,2016-10-24,14,1,2,1,0,Transient,39.0,BB       ,PRT,         94,A               ,True,False
15025,1,2016-11-04,2016-11-03,7,0,1,1,0,Transient,27.0,BB       ,PRT,       NULL,A               ,True,False
15027,1,2016-04-25,2016-04-22,191,1,2,2,0,Transient-Party,85.33,Undefined,PRT,       NULL,A               ,True,False
15028,1,2016-01-03,2015-12-29,96,0,5,2,0,Transient,120.02,HB       ,PRT,       NULL,A               ,True,False
15029,1,2017-01-01,2016-12-29,61,0,3,2,0,Transient,171.33,HB       ,PRT,       NULL,D               ,True,False
15030,1,2016-01-03,2015-12-30,89,0,4,3,0,Transient,134.51,HB       ,PRT,       NULL,A               ,True,False
15031,1,2017-01-01,2016-12-30,49,0,2,2,0,Transient,225.0,BB       ,PRT,       NULL,D               ,True,False
15032,1,2015-10-22,2015-10-21,0,0,1,1,0,Transient,48.0,BB       ,PRT,        286,A               ,True,False
15033,1,2017-01-11,2017-01-09,3,1,1,1,0,Transient-Party,39.0,BB       ,PRT,        286,A               ,True,False
15035,1,2015-10-22,2015-10-21,0,0,1,1,0,Transient,48.0,BB       ,PRT,        286,A               ,True,False
15036,1,2017-01-11,2017-01-09,3,1,1,1,0,Transient-Party,39.0,BB       ,PRT,        286,A               ,True,False
15040,1,2016-05-12,2016-05-03,81,2,7,2,0,Transient,52.56,BB       ,IRL,       NULL,D               ,True,False
15043,1,2017-05-07,2017-04-30,221,2,5,2,0,Transient-Party,71.43,HB       ,GBR,       NULL,A               ,True,False
15046,1,2015-11-13,2015-11-12,0,0,1,1,0,Transient,45.0,BB       ,PRT,       NULL,A               ,True,False
15047,1,2015-09-10,2015-09-08,1,0,2,1,0,Transient,134.0,BB       ,PRT,        270,A               ,True,False
15048,1,2016-05-19,2016-05-17,1,0,2,1,0,Transient,42.0,BB       ,PRT,        270,A               ,True,False
15049,1,2016-06-07,2016-06-06,6,1,0,1,0,Transient,57.0,BB       ,PRT,        270,A               ,True,False
15050,1,2016-07-14,2016-07-13,6,0,1,1,0,Transient,65.0,BB       ,PRT,        270,A               ,True,False
15051,1,2016-10-21,2016-10-19,7,0,2,1,0,Transient,42.0,BB       ,PRT,        270,A               ,True,False
15052,1,2016-11-23,2016-11-22,1,0,1,1,0,Transient,30.0,BB       ,PRT,        270,A               ,True,False
15053,1,2016-12-15,2016-12-13,0,0,2,1,0,Transient,30.0,BB       ,PRT,        270,A               ,True,False
15055,1,2017-02-16,2017-02-15,2,0,1,1,0,Transient,35.0,BB       ,PRT,        270,A               ,True,False
15056,1,2017-03-29,2017-03-28,1,0,1,1,0,Transient,35.0,BB       ,PRT,        270,A               ,True,False
15057,1,2017-05-11,2017-05-08,5,1,2,1,0,Transient,45.0,BB       ,PRT,       NULL,A               ,True,False
15058,1,2017-05-04,2017-05-02,0,0,2,2,0,Transient,85.0,BB       ,ITA,       NULL,A               ,True,False
15059,1,2016-10-06,2016-10-05,1,0,1,1,0,Transient,68.8,BB       ,ESP,       NULL,A               ,True,False
15060,1,2016-12-14,2016-12-14,2,0,0,1,0,Transient,0.0,BB       ,ESP,       NULL,A               ,True,False
15061,1,2017-05-12,2017-05-11,0,0,1,2,0,Transient,80.0,BB       ,PRT,       NULL,A               ,True,False
15062,1,2016-11-17,2016-11-16,0,0,1,1,0,Transient,40.0,BB       ,PRT,        482,A               ,True,False
15063,1,2015-10-07,2015-09-30,114,2,5,1,0,Transient,51.0,BB       ,IRL,       NULL,A               ,True,False
15064,1,2015-07-20,2015-07-19,1,1,0,1,0,Transient,92.1,BB       ,PRT,       NULL,A               ,True,False
15065,1,2015-09-17,2015-09-15,1,0,2,1,0,Transient,4.0,BB       ,PRT,       NULL,A               ,True,False
15066,1,2015-09-25,2015-09-24,0,0,1,1,0,Transient,81.0,BB       ,PRT,       NULL,D               ,True,False
15067,1,2016-01-31,2016-01-28,0,0,3,1,0,Transient,45.0,BB       ,PRT,       NULL,D               ,True,False
15068,1,2016-03-01,2016-02-26,0,2,2,1,0,Transient,46.0,BB       ,PRT,       NULL,A               ,True,False
15069,1,2016-07-19,2016-07-18,14,1,0,1,0,Transient,126.0,BB       ,PRT,       NULL,A               ,True,False
15070,1,2017-02-04,2017-01-31,0,0,4,1,0,Transient,47.0,BB       ,PRT,       NULL,A               ,True,False
15071,1,2017-02-16,2017-02-15,2,0,1,1,0,Transient,60.0,BB       ,PRT,       NULL,A               ,True,False
15072,1,2017-03-28,2017-03-23,0,2,3,1,0,Transient,70.0,BB       ,PRT,       NULL,A               ,True,False
15073,1,2017-06-12,2017-06-11,4,1,0,1,0,Transient,115.2,BB       ,PRT,       NULL,A               ,True,False
15076,1,2015-12-23,2015-12-22,0,0,1,1,0,Transient,25.0,BB       ,PRT,         94,A               ,True,False
15083,1,2015-07-16,2015-07-15,1,0,1,2,0,Transient,508.0,BB       ,PRT,       NULL,A               ,True,False
15085,1,2015-09-10,2015-09-09,5,0,1,1,0,Transient,134.0,BB       ,PRT,        200,A               ,True,False
15086,1,2016-05-11,2016-05-11,1,0,0,1,0,Transient,0.0,BB       ,PRT,        200,A               ,True,False
15087,1,2015-12-02,2015-11-30,0,1,1,1,0,Transient,38.0,BB       ,PRT,       NULL,A               ,True,False
15088,1,2016-06-01,2016-05-30,0,1,1,1,0,Transient,63.0,BB       ,PRT,       NULL,A               ,True,False
15089,1,2017-03-10,2017-03-09,1,0,1,2,0,Transient,65.0,BB       ,PRT,       NULL,A               ,True,False
15091,1,2015-12-02,2015-12-01,0,0,1,1,0,Transient,0.0,HB       ,PRT,       NULL,A               ,True,False
15118,1,2015-07-17,2015-07-07,39,2,8,2,0,Transient,107.1,HB       ,PRT,       NULL,E               ,False,False
15119,1,2015-08-15,2015-08-14,1,0,1,2,0,Transient,140.0,BB       ,PRT,       NULL,E               ,True,False
15120,1,2015-08-27,2015-08-15,29,4,8,2,0,Transient,140.0,HB       ,PRT,       NULL,E               ,True,False
15121,1,2016-02-09,2016-02-05,11,2,2,2,0,Transient,93.0,HB       ,PRT,       NULL,E               ,True,False
15122,1,2016-03-28,2016-03-24,23,1,3,2,0,Transient,98.5,HB       ,PRT,       NULL,E               ,True,False
15123,1,2016-06-04,2016-06-01,5,0,3,2,0,Transient,115.0,HB       ,PRT,       NULL,E               ,True,False
15125,1,2016-07-18,2016-07-07,128,3,8,2,0,Transient,112.5,HB       ,PRT,       NULL,E               ,True,False
15126,1,2016-08-25,2016-08-12,157,4,9,2,0,Transient,147.0,HB       ,PRT,       NULL,E               ,True,False
15127,1,2016-11-06,2016-11-03,3,0,3,2,0,Transient,95.0,HB       ,PRT,       NULL,E               ,True,False
15128,1,2017-02-28,2017-02-24,46,2,2,2,0,Transient,91.35,HB       ,PRT,       NULL,E               ,True,False
15129,1,2017-04-16,2017-04-13,29,0,3,2,0,Transient,126.5,HB       ,PRT,       NULL,E               ,True,False
15130,1,2017-07-23,2017-07-09,108,4,10,2,0,Transient,143.5,HB       ,PRT,       NULL,E               ,True,False
15131,1,2017-08-22,2017-08-12,142,4,6,2,0,Transient,184.0,HB       ,PRT,       NULL,E               ,True,False
15137,1,2017-04-17,2017-04-14,32,1,2,2,0,Transient,204.33,Undefined,PRT,       NULL,C               ,True,False
15138,1,2015-11-23,2015-11-20,289,1,2,1,0,Transient-Party,13.0,HB       ,GBR,       NULL,A               ,False,False
15141,1,2016-11-18,2016-11-14,6,1,3,1,0,Group,35.0,BB       ,PRT,       NULL,A               ,True,False
15142,1,2017-03-24,2017-03-20,4,1,3,1,0,Transient,35.0,BB       ,PRT,         62,A               ,True,False
15143,1,2015-12-19,2015-12-18,0,0,1,2,0,Transient,30.5,BB       ,PRT,       NULL,A               ,True,False
15144,1,2016-03-16,2016-03-15,0,0,1,1,0,Transient,43.0,BB       ,PRT,       NULL,A               ,True,False
15145,1,2017-03-14,2017-03-13,2,1,0,1,0,Transient,60.0,BB       ,PRT,       NULL,A               ,True,False
15146,1,2016-02-05,2016-02-04,8,0,1,1,0,Transient,30.0,BB       ,PRT,         82,A               ,True,False
15147,1,2017-05-25,2017-05-24,11,0,1,2,1,Transient,94.16,BB       ,IRL,       NULL,A               ,True,False
15223,1,2017-06-01,2017-05-22,241,3,7,2,0,Contract,71.2,BB       ,GBR,       NULL,D               ,True,False
15227,1,2016-06-15,2016-06-01,99,4,10,2,0,Transient,119.76,BB       ,PRT,       NULL,E               ,True,False
15228,1,2017-06-24,2017-06-09,178,4,11,2,0,Transient,134.0,BB       ,PRT,       NULL,E               ,True,False
15229,1,2016-11-21,2016-11-18,67,1,2,1,0,Group,45.0,HB       ,GBR,       NULL,A               ,True,False
15231,1,2016-11-05,2016-10-29,48,2,5,1,0,Transient-Party,42.14,BB       ,IRL,       NULL,A               ,True,False
15232,1,2017-07-06,2017-06-22,321,4,10,2,0,Group,84.8,BB       ,GBR,       NULL,D               ,True,False
15233,1,2015-11-13,2015-11-12,0,0,1,1,0,Transient,35.0,BB       ,PRT,       NULL,A               ,True,False
15234,1,2016-03-04,2016-03-01,0,0,3,1,0,Transient,30.0,BB       ,PRT,       NULL,A               ,True,False
15235,1,2016-03-17,2016-03-14,0,1,2,1,0,Transient,30.0,BB       ,PRT,       NULL,A               ,True,False
15236,1,2016-04-06,2016-04-04,0,1,1,1,0,Transient,42.0,BB       ,PRT,       NULL,A               ,True,False
15237,1,2016-04-29,2016-04-27,0,0,2,1,0,Transient,42.0,BB       ,PRT,       NULL,A               ,True,False
15238,1,2016-06-01,2016-05-30,0,1,1,1,0,Transient,57.0,BB       ,PRT,       NULL,A               ,True,False
15239,1,2016-10-26,2016-10-25,1,0,1,1,0,Transient-Party,42.0,BB       ,PRT,       NULL,A               ,True,False
15240,1,2017-01-13,2017-01-10,0,0,3,1,0,Transient,35.0,BB       ,PRT,         47,A               ,True,False
15241,1,2017-03-30,2017-03-29,0,0,1,1,0,Transient,35.0,BB       ,PRT,         47,A               ,True,False
15242,1,2017-04-27,2017-04-26,0,0,1,1,0,Transient,48.5,BB       ,PRT,         47,A               ,True,False
15243,1,2017-05-19,2017-05-16,1,0,3,2,0,Transient,90.25,BB       ,PRT,       NULL,A               ,True,False
15253,1,2015-11-25,2015-11-24,0,0,1,1,0,Transient,44.0,BB       ,PRT,       NULL,E               ,True,False
15254,1,2016-02-21,2016-02-20,4,0,1,2,0,Transient,71.0,BB       ,PRT,       NULL,E               ,True,False
15256,1,2015-12-29,2015-12-28,6,1,0,1,0,Transient,35.0,BB       ,PRT,        270,A               ,True,False
15257,1,2016-01-22,2016-01-21,1,0,1,1,0,Transient,30.0,BB       ,PRT,        270,A               ,True,False
15258,1,2016-02-25,2016-02-24,0,0,1,1,0,Transient,30.0,BB       ,PRT,        270,A               ,True,False
15259,1,2016-05-12,2016-05-11,1,0,1,1,0,Transient,42.0,BB       ,PRT,        270,A               ,True,False
15260,1,2017-05-30,2017-05-29,0,1,0,1,0,Transient,45.0,BB       ,PRT,        154,A               ,True,False
15261,1,2015-10-12,2015-10-07,8,1,4,1,0,Contract,2.4,SC       ,PRT,       NULL,A               ,True,False
15262,1,2015-10-21,2015-10-19,20,1,1,1,0,Transient,42.0,BB       ,PRT,        281,A               ,True,False
15263,1,2015-11-25,2015-10-26,24,9,21,1,0,Transient-Party,0.0,SC       ,PRT,        281,E               ,True,False
15265,1,2016-11-10,2016-11-09,1,0,1,1,0,Transient,0.0,BB       ,PRT,        281,A               ,True,False
15266,1,2017-04-06,2017-04-03,26,1,2,1,0,Transient-Party,7.0,BB       ,PRT,        281,E               ,True,False
15267,1,2017-08-05,2017-08-03,2,0,2,2,0,Transient,0.0,BB       ,PRT,        281,D               ,True,False
15270,1,2015-07-15,2015-07-14,8,0,1,1,0,Transient,134.0,BB       ,PRT,         42,A               ,True,False
15271,1,2016-07-20,2016-07-19,4,0,1,1,0,Transient,126.0,BB       ,PRT,         42,A               ,True,False
15272,1,2017-02-22,2017-02-21,4,0,1,1,0,Transient,35.0,BB       ,PRT,         42,A               ,True,False
15273,1,2015-11-18,2015-11-17,6,0,1,1,0,Transient,44.0,BB       ,PRT,        338,A               ,True,False
15274,1,2016-01-13,2016-01-11,4,1,1,1,0,Transient,44.0,BB       ,PRT,        338,A               ,True,False
15275,1,2016-03-10,2016-03-08,6,0,2,1,0,Transient,40.0,BB       ,PRT,       NULL,A               ,True,False
15276,1,2016-04-28,2016-04-26,7,0,2,1,0,Transient,56.4,BB       ,PRT,        338,A               ,True,False
15277,1,2016-07-21,2016-07-19,19,0,2,1,0,Transient,101.0,BB       ,PRT,        338,A               ,True,False
15278,1,2016-09-22,2016-09-20,8,0,2,1,0,Transient,68.0,BB       ,PRT,        338,A               ,True,False
15279,1,2016-11-17,2016-11-15,29,0,2,1,0,Transient,48.0,BB       ,PRT,        338,A               ,True,False
15280,1,2016-12-14,2016-12-13,7,0,1,1,0,Transient,42.0,BB       ,PRT,        338,A               ,True,False
15281,1,2017-01-26,2017-01-24,13,0,2,1,0,Transient,38.0,BB       ,PRT,        338,A               ,True,False
15282,1,2017-03-09,2017-03-07,29,0,2,1,0,Transient,38.5,BB       ,PRT,        338,A               ,True,False
15283,1,2017-04-20,2017-04-18,8,0,2,1,0,Transient,48.5,BB       ,PRT,        338,A               ,True,False
15284,1,2017-06-01,2017-05-30,22,0,2,1,0,Transient,78.5,BB       ,PRT,        338,A               ,True,False
15285,1,2017-03-09,2017-03-08,30,0,1,1,0,Transient,38.5,BB       ,PRT,        338,A               ,True,False
15286,1,2015-07-08,2015-07-02,150,2,4,2,0,Contract,55.68,BB       ,IRL,       NULL,A               ,False,False
15287,1,2016-02-09,2016-02-04,2,2,3,1,0,Transient-Party,43.8,BB       ,PRT,       NULL,A               ,True,False
15288,1,2017-01-09,2017-01-06,0,1,2,2,0,Transient-Party,51.0,BB       ,PRT,       NULL,A               ,True,False
15289,1,2017-01-24,2017-01-21,0,2,1,1,1,Transient-Party,45.0,BB       ,PRT,       NULL,A               ,True,False
15290,1,2017-01-24,2017-01-21,0,2,1,2,0,Transient-Party,49.67,BB       ,PRT,       NULL,A               ,True,False
15291,1,2017-01-29,2017-01-28,0,0,1,2,0,Transient,53.0,BB       ,PRT,       NULL,A               ,True,False
15292,1,2017-02-28,2017-02-26,1,2,0,2,0,Transient,63.5,BB       ,PRT,       NULL,A               ,True,False
15293,1,2017-07-01,2017-06-24,325,2,5,2,0,Transient,73.92,BB       ,IRL,       NULL,A               ,True,False
15294,1,2017-06-11,2017-06-06,131,0,5,2,0,Transient,171.0,HB       ,PRT,       NULL,D               ,True,False
15295,1,2016-01-02,2015-12-30,112,0,3,2,0,Transient-Party,0.0,Undefined,PRT,       NULL,G               ,True,False
15296,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,0.0,HB       ,PRT,       NULL,E               ,True,False
15297,1,2015-07-05,2015-07-04,183,0,1,2,0,Contract,55.68,BB       ,PRT,       NULL,A               ,False,False
15298,1,2015-07-05,2015-07-01,181,0,4,2,0,Transient,153.0,BB       ,PRT,       NULL,D               ,False,False
15299,1,2015-07-05,2015-07-01,126,0,4,2,0,Transient,62.5,BB       ,IRL,       NULL,A               ,False,False
15300,1,2015-07-05,2015-07-03,116,0,2,3,0,Transient,201.0,HB       ,PRT,       NULL,G               ,False,False
15301,1,2016-07-07,2016-07-05,7,0,2,3,0,Transient,236.0,BB       ,PRT,       NULL,E               ,True,False
15302,1,2015-07-06,2015-07-04,135,1,1,2,0,Transient,154.0,BB       ,PRT,       NULL,E               ,False,False
15303,1,2015-07-06,2015-07-05,0,1,0,2,2,Group,153.0,BB       ,USA,       NULL,G               ,False,False
15304,1,2015-07-06,2015-07-01,110,1,4,3,0,Transient,79.59,BB       ,ESP,       NULL,A               ,False,False
15306,1,2015-07-13,2015-07-07,134,1,5,2,0,Contract,71.55,BB       ,IRL,       NULL,D               ,False,False
15332,1,2015-07-08,2015-07-01,145,2,5,2,0,Contract,82.35,HB       ,GBR,       NULL,A               ,False,False
15333,1,2015-07-08,2015-07-02,127,2,4,2,0,Contract,55.68,BB       ,GBR,       NULL,A               ,False,False
15334,1,2015-07-08,2015-07-01,149,2,5,2,0,Contract,55.68,BB       ,IRL,       NULL,A               ,False,False
15335,1,2015-07-08,2015-07-01,149,2,5,2,1,Contract,69.6,BB       ,IRL,       NULL,A               ,False,False
15336,1,2015-07-08,2015-07-05,139,2,1,2,0,Transient,122.7,BB       ,BRA,       NULL,A               ,False,False
15349,1,2015-07-09,2015-07-04,145,2,3,2,0,Transient,123.0,BB       ,PRT,       NULL,A               ,False,False
15350,1,2015-07-09,2015-07-02,152,2,5,1,0,Contract,60.35,HB       ,IRL,       NULL,A               ,False,False
15351,1,2015-07-09,2015-07-02,152,2,5,1,0,Contract,60.35,HB       ,GBR,       NULL,A               ,False,False
15352,1,2015-07-09,2015-07-06,183,1,2,2,0,Transient-Party,100.8,HB       ,PRT,       NULL,A               ,False,False
15353,1,2015-07-09,2015-07-02,226,2,5,2,0,Contract,87.75,BB       ,IRL,       NULL,E               ,False,False
15354,1,2015-07-09,2015-07-05,128,2,2,2,0,Transient,108.9,HB       ,PRT,       NULL,A               ,False,False
15355,1,2015-07-09,2015-07-07,147,0,2,2,0,Transient,58.95,BB       ,CN,       NULL,A               ,False,False
15356,1,2015-07-10,2015-07-03,121,2,5,2,0,Contract,58.95,BB       ,BRA,       NULL,A               ,False,False
15357,1,2015-07-10,2015-07-03,121,2,5,2,0,Contract,88.95,BB       ,ITA,       NULL,A               ,False,False
15358,1,2015-07-10,2015-07-09,20,0,1,1,0,Transient,80.0,BB       ,PRT,        154,A               ,False,False
15359,1,2016-04-21,2016-04-20,2,0,1,1,0,Transient,39.0,BB       ,PRT,        154,A               ,True,False
15360,1,2016-12-07,2016-12-06,1,0,1,1,0,Transient,27.0,BB       ,PRT,        154,A               ,True,False
15361,1,2015-07-10,2015-07-09,2,0,1,1,0,Transient,134.0,BB       ,PRT,        135,A               ,False,False
15362,1,2016-07-17,2016-07-15,2,0,2,2,0,Transient,138.0,BB       ,PRT,        135,A               ,True,False
15363,1,2017-03-16,2017-03-15,1,0,1,1,0,Transient,35.0,BB       ,PRT,        135,A               ,True,False
15364,1,2017-03-21,2017-03-20,0,1,0,1,0,Transient,42.0,BB       ,PRT,        135,C               ,True,False
15365,1,2017-06-07,2017-06-05,3,1,1,1,0,Transient,75.0,BB       ,PRT,        135,A               ,True,False
15366,1,2015-07-10,2015-07-04,183,2,4,2,0,Contract,55.68,BB       ,PRT,       NULL,A               ,False,False
15367,1,2015-07-10,2015-07-06,230,1,3,2,0,Transient,123.0,BB       ,PRT,       NULL,A               ,False,False
15368,1,2015-07-10,2015-07-07,186,0,3,2,0,Transient,123.0,BB       ,NLD,       NULL,A               ,False,False
15369,1,2015-07-10,2015-07-05,103,2,3,2,0,Transient,99.7,HB       ,PRT,       NULL,A               ,False,False
